,app,$,val
1319,Call of Duty: Zombies HD,price,4.99
3336,Never Alone: Ki Edition,price,4.99
3525,CloudPets Gold,price,4.99
1432,Surgeon Simulator,price,4.99
1441,"GoodReader - PDF Reader, Annotator and File Manager",price,4.99
3330,ProPresenter Remote,price,4.99
1452,Deliveries: a package tracker,price,4.99
884,Let's create! Pottery HD,price,4.99
1456,World of Goo,price,4.99
3686,A Good Snowman Is Hard To Build,price,4.99
903,Game Dev Story,price,4.99
4918,Sorcery! 4,price,4.99
3318,Book Creator for iPad,price,4.99
1402,Need for Speed™ Hot Pursuit,price,4.99
3820,Written Legends: Nightmare at Sea HD (Full),price,4.99
3850,Heroki,price,4.99
1364,Fantastical 2 for iPhone - Calendar and Reminders,price,4.99
802,Grand Theft Auto: Chinatown Wars,price,4.99
6456,大江戸ぶらり,price,4.99
5077,Burly Men at Sea,price,4.99
3390,Worms™ 4,price,4.99
805,STREET FIGHTER IV,price,4.99
1359,Pocket Tanks Deluxe,price,4.99
3701,Cachly - Simple and powerful Geocaching for iPhone,price,4.99
1361,LEGO Harry Potter: Years 5-7,price,4.99
3392,ALON Dictaphone - Voice Recorder,price,4.99
3510,Just Press Record,price,4.99
1365,▻Sudoku +,price,4.99
3354,LEGO® Friends,price,4.99
3806,Rebuild 3: Gangs of Deadsville,price,4.99
807,LIMBO,price,4.99
3393,"Please, Don't Touch Anything",price,4.99
3698,myFitnessSync for Fitbit - Fitbit to Apple Health,price,4.99
1163,LEGO Batman: DC Super Heroes,price,4.99
3707,Alter Ego,price,4.99
6309,まんが一本道〆,price,4.99
1386,ProCam 4 - Manual Camera + RAW,price,4.99
3815,Grim Fandango Remastered,price,4.99
1183,"Clear – Tasks, Reminders & To-Do Lists",price,4.99
1203,Need for Speed™ Most Wanted,price,4.99
1308,Resident Evil 4: PLATINUM,price,4.99
3251,Raiden Legacy,price,4.99
5050,Serato Remote Mini,price,4.99
5124,Concrete Jungle,price,4.99
5025,iScore5-APHG,price,4.99
957,Spider Solitaire by MobilityWare,price,4.99
704,Sky Gamblers: Storm Raiders,price,4.99
1545,Mini Metro,price,4.99
6608,星になったカイロくん,price,4.99
3706,Infinite Tanks,price,4.99
3885,Smart Watch Notice,price,4.99
3889,Craft The World - Pocket Edition,price,4.99
1093,Hitman GO,price,4.99
3485,LEGO® Ninjago™: Shadow of Ronin™,price,4.99
3877,SUBURBIA City Building Board Game,price,4.99
1092,iScanner - PDF Document Scanner App,price,4.99
6505,Fragment's Note Memories -Fragment's Note公式資料集アプリ-,price,4.99
1565,DOOM Classic,price,4.99
1278,FreeCell,price,4.99
3758,Hydra - Amazing Photography,price,4.99
3672,Cafeteria Nipponica,price,4.99
3439,"iMacro - Diet, Weight and Food Score Tracker",price,4.99
6623,大空ヘクタール農園,price,4.99
681,Grand Theft Auto: Vice City,price,4.99
6624,Theory Test 4-in-1 Bundle - Driving Test Success,price,4.99
3565,Premium Music Search,price,4.99
6602,LabQuest Viewer,price,4.99
1129,MONOPOLY for iPad,price,4.99
1489,Worms3,price,4.99
5056,Primordia,price,4.99
4853,Anime Studio Story,price,4.99
1298,2XL Supercross,price,4.99
4984,"iFiles 2 - File Manager, Cloud Storage, PDF Reader",price,4.99
736,"Runtastic PRO Running, Jogging and Fitness Tracker",price,4.99
1476,SHADOWGUN,price,4.99
4850,Game Cheats - Super-Mario Universe 2 Luigi Galaxy Starship Edition,price,4.99
1477,djay 2,price,4.99
1485,R.B.I. Baseball 14,price,4.99
1297,Lumino City,price,4.99
835,Bastion,price,4.99
5121,Siralim 2 (RPG / Roguelike),price,4.99
3305,Samorost 3,price,4.99
1496,Neuroshima Hex,price,4.99
837,The Sims 3 Ambitions,price,4.99
6100,Official Life in the UK Test – 3rd Edition,price,4.99
1289,Kingdom Rush Origins HD,price,4.99
1105,ArtStudio for iPad - Draw Sketch and Paint,price,4.99
3769,Crypt of the NecroDancer Pocket Edition,price,4.99
3296,Evoland,price,4.99
1204,e-Sword HD: Bible Study Made Easy,price,4.99
4841,Personal Progress Binder,price,4.99
4996,Annabel Karmel's Baby & Toddler Recipe App,price,4.99
3387,"Handwriting Without Tears: Wet-Dry-Try for Capitals, Numbers & Lowercase",price,4.99
1718,Battle Supremacy,price,4.99
5620,Demon Hunter: Chronicles from Beyond (Full),price,4.99
4252,V for Wikipedia,price,4.99
6951,I see! Math1,price,4.99
2263,ProCamera.,price,4.99
6947,Nackt gut aussehen,price,4.99
4245,Tasty Planet: Back for Seconds HD,price,4.99
6944,冒険ダンジョン村,price,4.99
6942,アニメスタジオ物語,price,4.99
2888,The Walking Dead: A New Frontier,price,4.99
4238,PeakFinder Earth,price,4.99
4236,Hatoful Boyfriend,price,4.99
2243,Airmail - Your Mail With You,price,4.99
2235,2XL Supercross HD,price,4.99
292,Call of Duty: Zombies,price,4.99
2898,The Secret To Money,price,4.99
4226,"BusyCal - Calendar, Reminders & To Dos",price,4.99
2268,Runtastic Mountain Bike Ride & Route Tracker PRO,price,4.99
4656,Archangel Raphael Guidance - Doreen Virtue,price,4.99
2269,R.B.I. Baseball 15,price,4.99
2857,Pocket Earth PRO Offline Maps & Travel Guides,price,4.99
2337,Pixomatic - layer based photo editor,price,4.99
2847,Forks Over Knives - Healthy Recipes & Easy Meals,price,4.99
223,Terraria,price,4.99
6990,英単語ターゲット1900（5訂版）,price,4.99
4292,Tormentum - a Point & Click Adventure,price,4.99
2326,The 7th Guest,price,4.99
5353,Smashing The Battle,price,4.99
261,Solitaire by MobilityWare,price,4.99
6977,Anitore EX ～Let's train together！～,price,4.99
2294,RoomScan Pro - The app that draws floor plans by itself,price,4.99
4266,"That Dragon, Cancer",price,4.99
6966,The Official DVSA Theory Test Kit for Car Drivers,price,4.99
2284,Five Minute Journal,price,4.99
4261,Farming PRO 2016,price,4.99
2209,Broken Age ™,price,4.99
2187,Fitness Point Pro,price,4.99
4677,Guns of Infinity,price,4.99
4714,Putty 3D,price,4.99
2126,MarineTraffic - Ship Tracking,price,4.99
2124,LEGO® Marvel Super Heroes: Universe in Peril,price,4.99
4171,PDF Pro 2 - The ultimate PDF app,price,4.99
4166,WinZip Full Version - The leading zip unzip and cloud file management tool,price,4.99
5741,The Complete Fairytale Play Theater,price,4.99
2958,Sorcery!,price,4.99
5290,Ys Chronicles II,price,4.99
4699,Super City: Special Edition,price,4.99
2082,My Baby's Beat - Prenatal Listener,price,4.99
2081,Elmo Loves ABCs for iPad,price,4.99
4135,Spider: Rite of the Shrouded Moon,price,4.99
5767,Assault on Arnhem,price,4.99
4721,Vernier Video Physics,price,4.99
2055,Scanner For Me - PDF Scan with OCR for Documents,price,4.99
5305,French Tarot,price,4.99
2129,Reiner Knizia's Tigris & Euphrates,price,4.99
2917,TeamSpeak 3,price,4.99
5313,Avertinoo,price,4.99
5321,Cryptomator - Cloud Storage Encryption,price,4.99
6910,大盛グルメ食堂,price,4.99
2173,Goat Simulator Waste of Space,price,4.99
3159,Don't Starve: Shipwrecked,price,4.99
5718,买火车票Pro,price,4.99
2158,80 Days,price,4.99
4197,Ugly Meter PRO™,price,4.99
4698,Rugby Nations 16,price,4.99
2147,Octodad: Dadliest Catch,price,4.99
2144,Paprika Recipe Manager,price,4.99
4190,Sushi Go!,price,4.99
2140,Visage Lab PRO HD: perfect makeup plus face editor,price,4.99
2139,Tayasui Sketches Pro,price,4.99
4186,Notice for smartwatch,price,4.99
4297,BO3 Ultimate Utility™ for Call of Duty Black Ops 3,price,4.99
2339,I am Bread,price,4.99
5780,Toby: The Secret Mine,price,4.99
2344,Deus Ex GO - Puzzle Challenge,price,4.99
4462,Sproggiwood,price,4.99
4560,Choice of the Pirate,price,4.99
5507,Tennis Club Story,price,4.99
2560,ArtRage,price,4.99
2738,Castle of Illusion Starring Mickey Mouse,price,4.99
2554,Warbits,price,4.99
2549,R.B.I. Baseball 16,price,4.99
2743,Adventure Time Game Wizard - Draw Your Own Adventure Time Games,price,4.99
5422,Mini Synthesizer,price,4.99
2534,Timepage – Calendar by Moleskine,price,4.99
2524,First Words Deluxe,price,4.99
5528,Blaze and the Monster Machines Dinosaur Rescue HD,price,4.99
2754,Paprika Recipe Manager for iPhone,price,4.99
7108,Learn to Speak Italian Fast With MosaLingua,price,4.99
4415,"Whink - Note taking, Annotate & Record Lectures",price,4.99
2578,Pixelmator,price,4.99
7146,金のフレーズ 〜「新TOEIC®TEST 出る単特急 金のフレーズ」収録 〜,price,4.99
2589,"FileExplorer Pro - File Manager for Computer, NAS",price,4.99
5467,Dead In Bermuda,price,4.99
2678,Galaxy Trucker,price,4.99
2676,Frozen: Storybook Deluxe - Now with Frozen Fever!,price,4.99
4527,Bombsquad - Defuse the Bomb,price,4.99
2661,Forbidden Island,price,4.99
5465,Dog Mendonca,price,4.99
2645,Nightgate,price,4.99
2640,Batman - The Telltale Series,price,4.99
2602,Dungeon Village,price,4.99
4499,Private School Days,price,4.99
4535,Elmo Loves 123s,price,4.99
2635,Botanicula,price,4.99
2712,BabyScope - Prenatal Listener,price,4.99
5479,Ellipsis - Touch. Explore. Survive.,price,4.99
7156,こだわりラーメン館,price,4.99
5536,Carbs & Cals - Diet & Diabetes,price,4.99
5538,Le Havre: The Inland Port,price,4.99
2485,TextGrabber – image to text: OCR & translate photo,price,4.99
2374,Virtua Tennis Challenge,price,4.99
2394,"PDF Converter - Convert Documents, Photos to PDF",price,4.99
4337,Cursive Writing Wizard - Kids Learn to Write Letters & Words,price,4.99
4620,"Invisible, Inc.",price,4.99
2820,TouchOSC,price,4.99
2378,RollerCoaster Tycoon® 3,price,4.99
4625,Cosmic-Watch,price,4.99
4324,djay Pro for iPhone,price,4.99
4349,Ys Chronicles 1,price,4.99
4323,Automatic Call Recorder™ Pro Calls Made with app,price,4.99
2371,Daily Teachings,price,4.99
2364,Scribblenauts Unlimited,price,4.99
2360,Weather Radio by WDT,price,4.99
4310,PlayerXtreme Media Player PRO - Movies & streaming,price,4.99
2845,LEGO® Batman: Beyond Gotham,price,4.99
4615,Stellar Wanderer,price,4.99
4354,DragonBox Elements - Geometry Proofs,price,4.99
4401,ibis Paint - speed painting,price,4.99
2786,Nintype,price,4.99
2484,WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,price,4.99
2477,Barefoot World Atlas,price,4.99
5548,Shimmer and Shine: Enchanted Carpet Ride Game HD,price,4.99
2775,Mutant Mudds,price,4.99
2778,"Videon - Video Camera and Editor with Zoom, Pause, Effects, Filters",price,4.99
4597,Submerged: Miku and the Sunken City,price,4.99
7073,VR MUSEUM,price,4.99
2418,Transistor,price,4.99
5563,The Manga Works,price,4.99
5570,Let Go and Let God - Doreen Virtue,price,4.99
2442,Bubble Guppies: Animal School Day HD,price,4.99
2791,Abby Lee Dance Secrets,price,4.99
2432,Thomas Was Alone,price,4.99
2419,Fontmania - Add Artworks & Text to Your Photos!,price,4.99
2978,Warmlight - Manual Camera & Photo Editor,price,4.99
2168,Crashlands,price,4.99
2980,Camera+ for iPad,price,4.99
4098,Awesome Voice Recorder Pro - Mp3 Audio Recording,price,4.99
3998,Zodiac: Orcanon Odyssey,price,4.99
5841,WikiCamps Australia,price,4.99
3125,PAC-MAN Championship Edition DX,price,4.99
1793,Touchgrind Skate 2,price,4.99
4070,Sleepy Hollow: Mystery Legends HD (Full),price,4.99
1951,Files HD Pro - File Manager & Web Browser,price,4.99
3128,Door Kickers,price,4.99
3023,Race The Sun,price,4.99
4079,Baby Beat - Fetal Heartbeat Monitor,price,4.99
3021,LEGO® Jurassic World™,price,4.99
4084,Construction Simulator PRO 2017,price,4.99
1786,Merriam-Webster Dictionary & Thesaurus,price,4.99
4085,DuckTales: Remastered,price,4.99
5204,Odysseus: Long Way Home HD (Full),price,4.99
453,Goat Simulator,price,4.99
1977,File Manager Pro App,price,4.99
1982,Little Inferno HD,price,4.99
1767,Brain Wave ™ - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,price,4.99
4738,Sofia the First Color and Play,price,4.99
1990,Le Havre (The Harbor),price,4.99
441,Touchgrind,price,4.99
4062,Spectrum - Colorize Black and White Photos,price,4.99
555,Grand Theft Auto III,price,4.99
1938,Goat Simulator MMO Simulator,price,4.99
5906,UBiO,price,4.99
529,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,price,4.99
528,Yoga Studio,price,4.99
4776,Flowstate,price,4.99
527,"Weather Live - Weather Forecast, Radar and Alerts",price,4.99
6740,海鮮!!すし街道,price,4.99
1853,"Due — Reminders, Countdown Timers",price,4.99
513,Splashtop Personal - Remote Desktop,price,4.99
3069,Hot Springs Story,price,4.99
1829,Farming Simulator 16,price,4.99
5240,SnapType Pro,price,4.99
4059,Team Umizoomi: Math Racer HD,price,4.99
1823,Coach's Eye - Video Analysis,price,4.99
6763,英熟語ターゲット1000（4訂版）,price,4.99
1895,1 Second Everyday: Video Diary,price,4.99
3114,Space Marshals 2,price,4.99
4047,Sorcery! 3,price,4.99
4050,Tiny Memories - Photo Editor for Baby Pics,price,4.99
5867,Learn to Speak Spanish Fast With MosaLingua,price,4.99
1805,SimplePlanes,price,4.99
4005,The Hero Project: Redemption Season,price,4.99
4736,Teach Your Monster to Read - Phonics and Reading,price,4.99
5824,WeDJ for iPad,price,4.99
3002,Pocket Academy,price,4.99
2025,"Skater - Skate Legendary Spots, Perfect Board Feel",price,4.99
5796,Crusader Kings: Chronicles,price,4.99
2993,Double Dog - Dare for money if you have the nerve,price,4.99
3149,buddhify - modern mindfulness for busy lives,price,4.99
6696,Méditations avec Christophe André,price,4.99
1740,Goat Simulator GoatZ,price,4.99
4109,Pocket Stables,price,4.99
2020,LEGO® The Lord of the Rings™,price,4.99
5279,Agricola All Creatures Big and Small,price,4.99
1738,HomeBudget with Sync,price,4.99
4728,Mystic Diary: Haunted Island HD (Full),price,4.99
4104,The Westport Independent,price,4.99
592,Osmos for iPad,price,4.99
3155,Human Resource Machine,price,4.99
1726,MEGA MAN X,price,4.99
5966,Learn English quickly with MosaLingua,price,4.99
6824,開園ピクセル牧場,price,4.99
4797,Power Ping Pong,price,4.99
2031,VLC Remote,price,4.99
601,The Room Three,price,4.99
5784,Stephen Hawking's Pocket Universe,price,4.99
2009,My Om Nom,price,4.99
3093,Stop Motion Studio Pro,price,4.99
1759,"OPlayer HD - video player, classic media streaming",price,4.99
5808,Boulder Dash® 30th Anniversary™ Premium,price,4.99
5198,Carp Fishing Simulator,price,4.99
1999,Waking Mars,price,4.99
2004,Block Earth,price,4.99
3975,Aralon: Forge and Flame,price,4.99
2999,Ship Finder,price,4.99
5278,Station Manager,price,4.99
2464,Yoga.com: 300 Poses & Video Classes,price,3.99
1170,Facetune,price,3.99
1643,Space Marshals,price,3.99
3157,VOX: FLAC Music Player with MP3 & Equalizer,price,3.99
2651,Dungelot: Shattered Lands,price,3.99
6012,"Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!",price,3.99
2559,Neon Drive - '80s style arcade game,price,3.99
2650,Dr. Panda Mailman,price,3.99
2466,Fit Men Cook - Healthy Recipes,price,3.99
5568,Cannonfire Concerto,price,3.99
5498,AngerForce - Strikers,price,3.99
3112,Units Plus Converter - Convert Any Unit & Currency,price,3.99
5165,"Montessori Letter Sounds - Phonics in English, Spanish, French, German & Italian",price,3.99
2581,"Themify - Full HD Themes for iPhone with Live Wallpapers, Backgrounds and Keyboards.",price,3.99
2692,"ProShot - RAW, DSLR Controls & Video",price,3.99
2588,First Strike 1.3,price,3.99
1641,My PlayHome,price,3.99
3136,Breathing Zone: Guided Breathing for Mindfulness,price,3.99
2591,Good Morning Alarm Clock - Sleep Cycle Tracker,price,3.99
3497,Archangel Michael Guidance - Doreen Virtue,price,3.99
3139,Lost Within,price,3.99
2420,Tiny Guardians,price,3.99
5450,FastEver 2 - Quick memo app for Evernote,price,3.99
5393,Romulus APUSH Review,price,3.99
2722,HappyCow Vegan / Vegetarian Restaurant Guide,price,3.99
3219,Dr. Panda & Toto's Treehouse,price,3.99
3623,Survivalcraft 2,price,3.99
2433,TonalEnergy Chromatic Tuner and Metronome,price,3.99
2437,AG Drive,price,3.99
3504,LOOPIMAL by YATATOY,price,3.99
5978,First Grade Learning Games (School Edition),price,3.99
1834,Ultimate Food Value Diary - Diet & Weight Tracker,price,3.99
3214,Power Hover,price,3.99
5571,かなもじ,price,3.99
1178,Puffin Browser Pro,price,3.99
1154,"Digits, the calculator for humans",price,3.99
2773,MacID,price,3.99
1151,Ms. PAC-MAN,price,3.99
2479,Voice Translate Pro,price,3.99
2709,Truck Simulator PRO 2016,price,3.99
3566,Green Kitchen – healthy vegetarian recipes,price,3.99
2564,Fax from iPhone - send fax app,price,3.99
5436,X-Tactics,price,3.99
3183,Jurassic GO - Dinosaur Snap Adventures,price,3.99
1789,Love You To Bits,price,3.99
2623,FRAMED,price,3.99
2538,ProTube for YouTube,price,3.99
2539,Super Why! Power to Read,price,3.99
1686,NOAA Weather Radio,price,3.99
5517,Puzzle Strike,price,3.99
4971,Rescue the Enchanter,price,3.99
1845,The Trace: Murder Mystery Game - Analyze evidence and solve the criminal case,price,3.99
2544,twofold inc.,price,3.99
3181,SpongeBob: Sponge on the Run,price,3.99
2741,Patrick Kane's MVP Hockey,price,3.99
1787,"Network Analyzer - wifi scanner, speed test, tools",price,3.99
3195,Incredibox,price,3.99
5531,Bar Oasis 2 Aftertaste 01,price,3.99
2757,Slice Fractions,price,3.99
2768,Scotland Yard,price,3.99
1688,Cleartune - Chromatic Tuner,price,3.99
5215,Golf Ball Locator,price,3.99
5203,FATAL FURY SPECIAL,price,3.99
5935,Cricket Captain 2016,price,3.99
5546,Teenage Mutant Ninja Turtles: Half-Shell Heroes,price,3.99
2572,aerofly FS - Flight Simulator,price,3.99
5408,Pang Adventures,price,3.99
1801,LiveATC Air Radio,price,3.99
2512,Dictionary ( قاموس عربي / انجليزي + ودجيت الترجمة),price,3.99
2505,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",price,3.99
2639,Santa Call & Tracker - North Pole Command Center,price,3.99
5495,French Words for Kids - Learn Letter Sounds,price,3.99
4985,Puppet Pals HD Director's Pass,price,3.99
2619,Shadow Bug,price,3.99
2705,"Drum Beats+ (Rhythm Metronome, Loops & Grooves Machine)",price,3.99
2509,Reiner Knizia's Ra,price,3.99
6383,Blitzrechnen 1. Klasse - Mathe lernen in der Grundschule mit Klett nach dem offiziellen Lehrplan,price,3.99
2352,Brushstroke,price,3.99
2415,Page: English Grammar & Spell Checker + Translator,price,3.99
5734,Busy Water,price,3.99
1350,Breach & Clear,price,3.99
3309,Remove Caption for Snapchat* Screenshots,price,3.99
2682,BADLAND 2,price,3.99
5726,Thinkrolls Kings & Queens - Logic and Physics Game,price,3.99
